engine_size_l,fuel_type,annual_mileage_km,vehicle_age_years,driving_style,road_type,emission_standard,maintenance_status,traffic_exposure,vehicle_category,co2_emissions_gkm
4.728409461828886,LPG,33919.423371111916,8.0,Normal,Highway,Euro 3,Fair,Medium,Truck,115.50214173326245
3.8690541014317086,LPG,6488.362173168242,14.0,Aggressive,Urban,Euro 3,Poor,High,Truck,227.7060210614974
4.058474936054473,LPG,19691.144122137208,3.0,Normal,Highway,Euro 5,Poor,Low,Sedan,257.9600451397507
1.6716127864083554,LPG,21136.713852659243,11.0,Eco,,Euro 3,Excellent,Medium,Truck,279.77636855650996
2.678158578106847,Diesel,32687.525021733934,2.0,Normal,Urban,Euro 3,Excellent,High,Truck,258.9945333761457
2.940221323823861,Hybrid,21377.047118094048,9.0,Normal,Mixed,Euro 4,Good,High,Truck,294.2632533551828
2.0251726491784305,Petrol,24863.752525971206,13.0,Eco,Urban,Euro 3,Poor,Medium,Truck,169.8153969163298
3.1141594414251514,LPG,32692.14887558249,10.0,Normal,Highway,Euro 5,Excellent,Low,SUV,152.85646592884757
2.16316777688739,LPG,24591.547252525175,5.0,Eco,Mixed,Euro 4,Excellent,High,Truck,86.20049151592572
3.750008371217664,Petrol,17540.479473185384,13.0,Aggressive,Urban,Euro 6,Fair,Low,Hatchback,178.97708831738055
2.8811539068127034,Petrol,8004.47971672038,,Normal,Urban,Euro 4,Good,Medium,Truck,223.30174153091116
2.8352278170761425,LPG,30547.047032940216,2.0,Normal,Highway,Euro 3,Poor,Low,SUV,259.3899010909446
4.9345701241312465,Diesel,35489.835255675425,0.0,Aggressive,Mixed,Euro 6,Poor,High,,138.84018421036149
2.569779394170282,Petrol,38952.25879570574,3.0,Normal,Mixed,Euro 4,Good,Medium,Hatchback,192.9900808012439
2.4491817303582732,Hybrid,37430.995827004896,0.0,Eco,Mixed,Euro 3,Excellent,,Truck,225.64210421509026
2.2744174851306176,Hybrid,32909.6268091637,1.0,Normal,Highway,Euro 4,Poor,High,Truck,201.35263051650065
4.5789968839031925,Diesel,27521.517628600486,2.0,Eco,Urban,,Poor,Medium,SUV,140.2845578285297
2.986895304392713,CNG,32351.105104072343,7.0,Eco,,Euro 3,Poor,Medium,Hatchback,255.1821364249137
3.400057909922542,Diesel,20122.929949822377,9.0,Eco,Mixed,Euro 5,Fair,Low,Hatchback,118.1394227438254
1.72327391600958,LPG,25817.167517679223,3.0,Normal,Urban,Euro 3,Good,Medium,SUV,279.09556343300005
3.1637694400197076,CNG,17204.493319871483,3.0,Eco,Mixed,Euro 5,Poor,Low,Truck,289.57128479205846
2.098592771473953,LPG,16434.822524313397,,Normal,Highway,Euro 6,Good,Medium,Sedan,160.42611765655766
3.92254768505151,Hybrid,31484.21206466118,9.0,,Highway,Euro 5,Excellent,High,Sedan,162.75999390690941
4.330113395169528,Petrol,20887.647380624658,8.0,Normal,Highway,Euro 4,Good,Low,Hatchback,243.5212169617827
,LPG,12425.644202586023,6.0,Aggressive,Mixed,Euro 3,Fair,Medium,Hatchback,180.38349168144015
3.9209766650810294,Hybrid,12067.835667965304,1.0,Normal,Urban,Euro 4,Fair,Low,Truck,86.29423159183175
3.049898816478068,Diesel,35071.032654947674,2.0,Normal,Highway,Euro 5,,Low,Sedan,282.372880088553
3.848472225336541,LPG,28721.617302693492,3.0,Normal,Mixed,Euro 3,Fair,Low,Hatchback,174.7650752324678
2.690747742032641,Hybrid,24111.612567534055,3.0,Eco,Mixed,Euro 5,Poor,High,Truck,124.76892211886849
3.605956614118452,Petrol,19032.855759872582,9.0,Eco,Highway,Euro 6,Fair,Medium,Sedan,202.24609609273296
2.0361568404820587,LPG,20078.608677549404,7.0,Normal,Highway,Euro 6,Excellent,Medium,SUV,128.15935577008963
1.2790280492480406,Hybrid,7010.231796823033,9.0,Normal,,,Good,Low,Hatchback,125.32483992995373
2.653893056487874,LPG,20921.8550703745,13.0,Normal,Urban,Euro 5,Good,Medium,SUV,200.0608920259392
